Group,Eubacterium.brachy,Actinomyces.naeslundii,Actinomyces.oris,Actinomyces.viscosus,Alloprevotella.rava,Alloprevotella.tannerae,Anaeroglobus.geminatus,Blautia.wexlerae,Campylobacter.concisus,Campylobacter.gracilis,Campylobacter.massiliensis,Candidatus.Peptostreptococcus,Corynebacterium.durum,Dialister.invisus,Dialister.pneumosintes,Escherichia.fergusonii,Eubacterium.nodatum,Faecalibacterium.prausnitzii,Filifactor.alocis,Fretibacterium.fastidiosum,Fusobacterium.animalis,Fusobacterium.hwasookii,Fusobacterium.nucleatum,Fusobacterium.polymorphum,Fusobacterium.pseudoperiodonticum,Fusobacterium.vincentii,Fusobacterium.watanabei,Gemella.morbillorum,Gemella.sanguinis,Gemella.taiwanensis,Granulicatella.adiacens,Haemophilus.parahaemolyticus,Haemophilus.parainfluenzae,Haemophilus.paraphrohaemolyticus,Haemophilus.pittmaniae,Haemophilus.sputorum,Lachnoanaerobaculum.gingivalis,Lancefieldella.parvula,Lautropia.mirabilis,Leptotrichia.buccalis,Leptotrichia.hongkongensis,Leptotrichia.massiliensis,Leptotrichia.wadei,Ligilactobacillus.salivarius,Megasphaera.micronuciformis,Moryella.indoligenes,Natranaerovirga.pectinivora,Neisseria.mucosa,Neisseria.perflava,Neisseria.subflava,Parvimonas.micra,Peptostreptococcus.stomatis,Phocaeicola.vulgatus,Porphyromonas.endodontalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.nigrescens,Prevotella.veroralis,Pseudostreptobacillus.hongkongensis,Romboutsia.timonensis,Rothia.dentocariosa,Rothia.mucilaginosa,Ruminiclostridium.cellobioparum,Schaalia.odontolytica,Segatella.oris,Solobacterium.moorei,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.ilei,Streptococcus.intermedius,Streptococcus.mutans,Streptococcus.parasanguinis,Streptococcus.periodonticum,Streptococcus.rubneri,Streptococcus.salivarius,Streptococcus.sanguinis,Veillonella.atypica,Veillonella.denticariosi,Veillonella.nakazawae,Veillonella.parvula,Veillonella.rogosae,Veillonella.tobetsuensis,set
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973333333,0,0,0,0,0,0,0.246666667,0,1.04,0,0,0.826666667,14.20666667,0,7.346666667,0,3.96,0,9.106666667,0,0,0.46,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546666667,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.353333333,0,0.066666667,0.58,0,0,6.486666667,0,6.54,0,1.666666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0.053333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.086666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086666667,0,0,0,0,0,0,0,9.226666667,0,0.28,0,0.513333333,0,0,0,0,0.166666667,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393333333,0,29.55333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686666667,0,0.173333333,0,0,0,0,0.453333333,0,0.94,0,0,0.026666667,19.1,0,2.873333333,0,0,0,0,0,0.906666667,1.166666667,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.31333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673333333,0.86,0.973333333,0,0.78,0.453333333,14.87333333,0,3.14,0,1.346666667,0,3.506666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006666667,0,13.37333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526666667,0,0,0,0,0,0,0.453333333,0,0.78,0,0,0.306666667,29.6,0,4.893333333,0,1.973333333,0,1.826666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63333333,0,0.673333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513333333,0,0.906666667,0,0,0,0,0,0,0.72,0,0,0.473333333,20.30666667,0,4.82,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.366666667,0,0.993333333,0,0.08,0,31.69333333,0,0.973333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36666667,0,28.82,0,3.9,0.333333333,3.246666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.913333333,0,0,0,0,0,0,0,0,0,0,0.346666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96,0,6.606666667,0,0,0,5.306666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.446666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,4.48,0.766666667,0,0.033333333,0,0.46,0,0,0,0,0,0,0.013333333,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.753333333,0,0,0,0,0,24.68,0,0.526666667,0,0,0,0,0,0.313333333,0.62,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,0,0,0,0,0.533333333,0,10.80666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693333333,0,0.56,0,0,0.06,0,0.213333333,0,0.493333333,0,0,0.06,10.23333333,0,1.393333333,0,0.22,0,0.673333333,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.22,0,1.473333333,0,0,0,12.07333333,0,2.813333333,0,2.08,0,4.246666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,1.3,0,1.2,0,0,0,15.90666667,0,5.233333333,0,0,0,0.393333333,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646666667,0.226666667,1.426666667,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666666667,0,7.066666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,0,0.693333333,0,0,0.026666667,0,0.906666667,0,1.533333333,0,0,0.08,23.66666667,0.633333333,1.006666667,0,0,0,0.633333333,0,0.093333333,0.353333333,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38666667,0,0,0,0,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,1.76,0,0.22,0,9.96,0,6.206666667,0,8.566666667,0,4.146666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886666667,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,12.61333333,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17333333,0,0,0,0,0,0,0,0.186666667,0.886666667,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.413333333,0,0,0,0,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.053333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913333333,0,1.466666667,0,0,0.526666667,26.90666667,0,2.14,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.233333333,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.906666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013333333,0,0,0,0,0,0,0.786666667,0,0,0,0.933333333,0.926666667,3.72,0,1.166666667,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,1.206666667,0,1.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846666667,0,0.533333333,0,0,0,41.36,0,0.02,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,2.093333333,0,0.446666667,0,0.773333333,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253333333,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.106666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766666667,0,0,0,0,0,0,0.766666667,0,0,0.473333333,0,0,2.453333333,0,0,0,1.706666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,1.253333333,0,1.406666667,0,0,0,25.51333333,1.7,0.06,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.273333333,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413333333,0,0,0,0,0.366666667,0,0.426666667,0,3,0,1.866666667,0,4.233333333,0,18.29333333,0,4.906666667,0,2.466666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586666667,0,1.88,0,0.753333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526666667,0,0,0,0,0.626666667,0,0.993333333,0,0,0.913333333,13.66,0,8.153333333,0,0.353333333,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,4.006666667,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093333333,0,0,0,0,2.526666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0.64,0,0.333333333,0,0,0,0,0,0,2.113333333,0,0,1.16,0,0,15.01333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153333333,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0.766666667,0,0.046666667,0.32,0,0,2.166666667,0,0.68,0,1.726666667,0,0,0.353333333,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0.946666667,0,0,0,0,0,0,1.453333333,0,0,0.06,0,0,0.48,0,0,0,0,0,0,3.653333333,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.393333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0.973333333,0,3.146666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806666667,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293333333,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053333333,0,0.293333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.406666667,0,0.193333333,0,0,0,0,0.86,0,0.266666667,0,0,0,41.26,0,2.373333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.653333333,0,1.093333333,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.406666667,0,1.593333333,0,0,0.426666667,9.04,0.62,0.8,0,0.986666667,0,2.406666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,4.173333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.753333333,0,0,0,0,0,1.686666667,0,0,0,4.286666667,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02,0,0,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.906666667,0,0,0,0,0,0,1.22,0,2.993333333,0,0,0,16.5,0,3.58,0,0,0,2.92,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.546666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646666667,0,0.18,0,0,0,18.24666667,0.7,0.886666667,0,0,0,0.56,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,1.953333333,0,0,0,0,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.053333333,0,0,0,0,0,0,0,0.426666667,2.553333333,0,0.14,0.773333333,12.02666667,0,8.94,0,4.14,0,3.28,0,0,0,t1
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453333333,0,0,0,0,0,0,0,0,1.726666667,0,0,0.486666667,0,0,1.4,0,0,0,0,0,0,0,t1
HC,0.000466667,0,0.0026,0.002266667,0.002666667,2.00E-04,0.000266667,0,0.000133333,0.001066667,0.002866667,6.67E-05,0.001066667,0.003933333,0.000733333,0,0.000266667,0,0.002133333,4.00E-04,0.001933333,0.031,0.001866667,0.0042,0.008333333,0.0072,0.011466667,8.00E-04,0.000333333,0.011666667,0.0044,0.0024,0.168933333,0.004533333,8.00E-04,0.000266667,8.00E-04,4.00E-04,0.0294,0.0128,0.033666667,0.0124,0.007466667,2.00E-04,0,6.67E-05,0,0.095133333,0.0272,0.038733333,0.000533333,0.000933333,0,0.0064,0.001533333,0.001733333,4.00E-04,0.000466667,0,0,0.0222,0.007333333,0,0.001533333,0,0.000133333,0,2.00E-04,0.0086,0.0022,0.000866667,2.00E-04,2.00E-04,0,0.078666667,0,0.001066667,0.005266667,0.001266667,0.001,0.02,0.0108,0.0028,0.031733333,v1
HC,6.67E-05,0,0.003533333,0.003266667,0.002066667,6.00E-04,6.67E-05,0,0.000466667,0.000533333,0.002333333,0,0.001266667,0.002666667,0.000266667,0,0.000666667,0,0.001866667,0.000133333,0,0.0062,0.001,0.0012,0.0024,0.001933333,0.0036,0.000266667,0.000466667,0.007,0.003266667,0.013333333,0.2428,0.1296,8.00E-04,0.0014,0.000333333,0.000133333,0.0232,0,0.003866667,0.000666667,8.00E-04,0.000533333,0,0,0,0.058466667,0.0336,0.038333333,0.001133333,0.000333333,0,0.002466667,0.000333333,0.002066667,6.67E-05,6.67E-05,0,0,0.016266667,0.011533333,0,0.000733333,0.001,2.00E-04,4.00E-04,6.67E-05,0.003666667,0.002133333,8.00E-04,0.000266667,0,0,0.094333333,0,0.000866667,0.007133333,0.001533333,0,0.006466667,0.0024,8.00E-04,0.007866667,v1
HC,0.000133333,0,0.0036,0.000333333,0.0012,0.001266667,0.003666667,0,0,0.006066667,0.003,0,0,0.074,0.000533333,0,2.00E-04,0,0.000933333,4.00E-04,0.006066667,0.0142,0.002733333,0.006066667,0.011866667,0.0064,0.004266667,0.000733333,0,0.006266667,0.0034,0.002,0.089466667,0.002533333,6.00E-04,0.000466667,0.000666667,0.0012,0.0088,0.003133333,0.0096,8.00E-04,0.0174,6.67E-05,0.000733333,6.67E-05,0.003066667,0.213333333,0.009333333,0.015,0.000866667,0.000666667,0,0.002,0.0106,0.001,0.000933333,0.0022,0,0,0.007466667,0.0028,0,0.001666667,6.00E-04,0.000533333,0.000933333,6.67E-05,0.003866667,0.006666667,0,0,0.000133333,0,0.044333333,0,0.001,0.003,0.021466667,0.0116,0.014533333,0.009733333,0.000533333,0.0456,v1
HC,0.000133333,0,0.001466667,0.003066667,0.004333333,0.000866667,0.000866667,0,6.67E-05,0.000466667,0.002666667,0,0.000466667,0.003533333,0.001066667,0,0,0,0.000733333,0,0.0024,0.0038,4.00E-04,0.004066667,0.004733333,0.007,0.006066667,0.001533333,2.00E-04,0.010133333,0.004933333,0.009466667,0.407533333,0.001266667,0.000133333,0.001066667,0.000333333,0,0.015266667,0.000733333,0.0014,0.000133333,0.001266667,0,0,0,0,0.047266667,0.0028,0.016933333,0.000533333,0.000666667,0,0.004133333,2.00E-04,8.00E-04,0.0012,4.00E-04,0,0,0.0078,0.0052,0,0,4.00E-04,0,0.000466667,0,0.004733333,0.010733333,0.001533333,0,6.67E-05,0,0.093,0.000933333,0.001733333,0.004866667,0.001,0,0.0248,0.001933333,0.000933333,0.058533333,v1
HC,0.001066667,0.001066667,0.0066,0.0034,0.005266667,0,6.00E-04,0,0,0.007733333,0.005533333,0,0.000333333,0.003266667,0.000733333,0,0.000266667,0,0.002533333,4.00E-04,0.002666667,0.0082,0.006066667,0.003666667,0.013133333,0.0272,0.017333333,0.000666667,0.001066667,0.0054,0.0052,0.001333333,0.063933333,0.001,0.000266667,0.000666667,0.000666667,0.000666667,0.0154,0.002733333,0.141866667,0.001,0.003466667,0,0,6.67E-05,0,0.018933333,0.017,0.020866667,0.0012,6.00E-04,0,0.019,6.00E-04,0.0014,0.000666667,0.001666667,0,0,0.049466667,0.008466667,0.000133333,0.002466667,0.0016,0,0.000533333,0.000266667,0.0116,0.003133333,0.0012,0,0.001066667,4.00E-04,0.109066667,0,0.007133333,0.0094,0.006466667,0,0.026533333,0.0162,0.003,0.037333333,v1
