FeatureID,Abiotrophia.defectiva,Actinobacillus.succinogenes,Actinomyces.bowdenii,Actinomyces.dentalis,Actinomyces.graevenitzii,Actinomyces.massiliensis,Actinomyces.naeslundii,Actinomyces.oralis,Actinomyces.oris,Actinomyces.pacaensis,Actinomyces.viscosus,Agathobacter.rectalis,Aggregatibacter.aphrophilus,Aggregatibacter.segnis,Agromyces.ulmi,Alloprevotella.rava,Alloprevotella.tannerae,Aminipila.terrae,Anaerobacterium.chartisolvens,Anaeroglobus.geminatus,Ancylomarina.longa,Arachnia.propionica,Arachnia.rubra,Bacteroides.heparinolyticus,Bergeyella.cardium,Blautia.wexlerae,Brachymonas.denitrificans,Campylobacter.concisus,Campylobacter.gracilis,Campylobacter.massiliensis,Campylobacter.mucosalis,Candidatus.Peptostreptococcus,Capnocytophaga.bilenii,Capnocytophaga.gingivalis,Capnocytophaga.granulosa,Capnocytophaga.leadbetteri,Capnocytophaga.periodontitidis,Capnocytophaga.sputigena,Cardiobacterium.hominis,Cardiobacterium.valvarum,Catonella.massiliensis,Catonella.morbi,Changpingibacter.yushuensis,Clostridium.transplantifaecale,Corynebacterium.durum,Corynebacterium.matruchotii,Cutibacterium.acnes,Desulfomicrobium.orale,Dialister.invisus,Dialister.pneumosintes,Dysgonomonas.capnocytophagoides,Eikenella.corrodens,Eikenella.halliae,Escherichia.fergusonii,Eubacterium.nodatum,Faecalibacterium.prausnitzii,Filifactor.alocis,Fretibacterium.fastidiosum,Fusobacterium.animalis,Fusobacterium.hwasookii,Fusobacterium.massiliense,Fusobacterium.nucleatum,Fusobacterium.polymorphum,Fusobacterium.pseudoperiodonticum,Fusobacterium.simiae,Fusobacterium.vincentii,Fusobacterium.watanabei,Gemella.morbillorum,Gemella.parahaemolysans,Gemella.sanguinis,Gemella.taiwanensis,Granulicatella.adiacens,Granulicatella.elegans,Guopingia.tenuis,Haemophilus.haemolyticus,Haemophilus.influenzae,Haemophilus.parahaemolyticus,Haemophilus.parainfluenzae,Haemophilus.paraphrohaemolyticus,Haemophilus.pittmaniae,Haemophilus.seminalis,Haemophilus.sputorum,Herbaspirillum.huttiense,Hoylesella.nanceiensis,Hoylesella.pleuritidis,Hoylesella.saccharolytica,Hoylesella.shahii,Hydrogenophilus.thermoluteolus,Kingella.bonacorsii,Kingella.denitrificans,Kingella.potus,Lachnoanaerobaculum.gingivalis,Lachnoanaerobaculum.orale,Lachnoanaerobaculum.saburreum,Lancefieldella.parvula,Lautropia.dentalis,Lautropia.mirabilis,Leptotrichia.buccalis,Leptotrichia.hofstadii,Leptotrichia.hongkongensis,Leptotrichia.massiliensis,Leptotrichia.shahii,Leptotrichia.trevisanii,Leptotrichia.wadei,Ligilactobacillus.salivarius,Marinisporobacter.balticus,Megasphaera.micronuciformis,Metamycoplasma.faucium,Moraxella.equi,Morococcus.cerebrosus,Moryella.indoligenes,NA.,Natranaerovirga.pectinivora,Neisseria.cinerea,Neisseria.elongata,Neisseria.mucosa,Neisseria.oralis,Neisseria.perflava,Neisseria.shayeganii,Neisseria.sicca,Neisseria.subflava,Oceanivirga.miroungae,Olsenella.urininfantis,Oribacterium.sinus,Paracholeplasma.morum,Paraclostridium.sordellii,Parvimonas.micra,Peptidiphaga.gingivicola,Peptococcus.simiae,Peptoniphilus.duerdenii,Peptostreptococcus.stomatis,Perlabentimonas.gracilis,Phocaeicola.vulgatus,Porphyromonas.catoniae,Porphyromonas.endodontalis,Porphyromonas.gingivalis,Porphyromonas.pasteri,Prevotella.aurantiaca,Prevotella.dentalis,Prevotella.denticola,Prevotella.herbatica,Prevotella.histicola,Prevotella.illustrans,Prevotella.intermedia,Prevotella.jejuni,Prevotella.koreensis,Prevotella.melaninogenica,Prevotella.micans,Prevotella.multiformis,Prevotella.nigrescens,Prevotella.pallens,Prevotella.veroralis,Prevotella.vespertina,Pseudocyanosarcina.phycocyania,Pseudoleptotrichia.goodfellowii,Pseudostreptobacillus.hongkongensis,Raoultibacter.timonensis,Rhodoligotrophos.jinshengii,Romboutsia.timonensis,Rothia.aeria,Rothia.dentocariosa,Rothia.mucilaginosa,Ruminiclostridium.cellobioparum,Schaalia.odontolytica,Segatella.baroniae,Segatella.maculosa,Segatella.oris,Segatella.oulorum,Segatella.salivae,Selenomonas.infelix,Selenomonas.noxia,Selenomonas.sputigena,Solobacterium.moorei,Staphylococcus.ratti,Stomatobaculum.longum,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.ilei,Streptococcus.intermedius,Streptococcus.mutans,Streptococcus.parasanguinis,Streptococcus.periodonticum,Streptococcus.rubneri,Streptococcus.salivarius,Streptococcus.sanguinis,Streptococcus.sinensis,Streptococcus.toyakuensis,Sulfurihydrogenibium.azorense,Syntrophococcus.sucromutans,Tannerella.forsythia,Tannerella.serpentiformis,Thermodesulfobium.acidiphilum,Treponema.amylovorum,Treponema.denticola,Treponema.lecithinolyticum,Treponema.medium,Treponema.socranskii,Treponema.succinifaciens,Vallitalea.okinawensis,Veillonella.atypica,Veillonella.denticariosi,Veillonella.massiliensis,Veillonella.nakazawae,Veillonella.parvula,Veillonella.rogosae,Veillonella.tobetsuensis,Eubacterium.brachy,Eubacterium.saphenum,Pseudopropionibacterium.massiliense,Group
SRR16805391,0.011133333,0,6.00E-04,0,0,6.67E-05,0,0,0.000666667,0,0.0014,0,0.000466667,0.000266667,2.00E-04,4.00E-04,8.00E-04,0,0,6.67E-05,2.00E-04,0,0,0,0.001466667,0,0.000466667,0,0,0.000733333,0.000266667,0,0,0,0.001666667,0,0,0.000533333,0.000466667,0,0,0,0.000133333,0,8.00E-04,0,0,0,2.00E-04,0,0.000466667,0,0,0.000266667,0,0,0.000133333,0,0,0.002466667,0,0,0,6.00E-04,0.000666667,0.000466667,0.002,0.000133333,0,0,0.005,0.002466667,0.001333333,6.67E-05,0.000133333,0.000533333,0.1204,0.372133333,0.0724,0.000533333,0.000333333,0,0,0.004466667,0,0,0,0,0,0,0,0.000266667,0,0,0,6.67E-05,0.0028,0.0014,0.000333333,0.002533333,0,4.00E-04,0.000333333,0.0012,0,0,0,2.00E-04,8.00E-04,4.00E-04,0,0,0,0,0.000733333,0.013666667,0.001133333,0.001266667,0,0.043066667,0.0172,0,0,6.67E-05,0,0,0,6.67E-05,0,0,0,0,2.00E-04,0.002533333,4.00E-04,2.00E-04,6.67E-05,0,0,0.000133333,0,0,0,0,0,0,0.014266667,0,0,0,0,0,0,0.001533333,0,6.67E-05,0,0,0,0.0016,0.004066667,8.00E-04,0,0,0,0,0,0,0.000333333,0,0,0,0,0,0,8.00E-04,0,0.0038,0.0014,0.0048,0,6.67E-05,0,0.174266667,0.0034,0.0046,0.003666667,0,0.003333333,0,0,0,0,0,0,0.000133333,0,0,0,0.000333333,0,0,0.000666667,2.00E-04,0.004333333,0,0,0.001133333,0,0,0,GC
SRR16805392,4.00E-04,0.000666667,0.001266667,0.001266667,0.000133333,0.001,0,0,0.005333333,0.000333333,0.047066667,0,0.000933333,0.000933333,0.000466667,0.002266667,0.000933333,0,6.67E-05,0,0,8.00E-04,0.000666667,0,0,0,0,0,0.003666667,0.000866667,0,0,0,0,0.010666667,0,0,0,0.004933333,0.009466667,0,0,0.0308,0,0.041133333,0,0.000933333,0,0.000666667,6.67E-05,0,0,0.0084,0.001533333,0,0,0,6.67E-05,0.001666667,0.009066667,0.000333333,0,0.008066667,0.002466667,0.002666667,0,0,0,0,0,0.002733333,0.0026,0.000666667,0,0.000533333,0,0,0.005066667,0.000533333,0,0,0,0,4.00E-04,6.67E-05,0,0.004333333,6.00E-04,0.000466667,0,0,0.000333333,0,0.002466667,6.67E-05,0,0.023533333,6.00E-04,0.005733333,0.0038,0.000533333,0,4.00E-04,0.003466667,0.0018,2.00E-04,0.000266667,0,0,0,0,2.00E-04,2.00E-04,0.000466667,0.0242,0.002733333,0.000133333,0.008333333,0,0,0.001866667,0,0,0,0,0,0,0.007733333,0,0,0,0,0,0,0.001466667,0.000333333,0.001866667,0,0,0.004,0,0.000466667,6.67E-05,0.000533333,0.000733333,6.67E-05,0.001666667,0,0,0.004466667,0,4.00E-04,0,0.003266667,0,0,0,0.002466667,0,0.119666667,0.223133333,0.001733333,0,0,0,0,0,0,0,0,0.001866667,0.000533333,0,0,0.000133333,0,0,0.007133333,0,0,0,0,0,0.019133333,0,0.000933333,0,0.001333333,0.001666667,0,0.000266667,0,0.003066667,0,0,0.000466667,0,6.67E-05,6.67E-05,0,0,0,0,0.000666667,0.000866667,0,0,0.0016,0,0,0.000333333,GC
SRR16805393,0.000866667,0.000666667,0,0,0,0,0,0,0,0.000133333,6.00E-04,0,0.0034,0.007133333,0.013266667,0.019466667,4.00E-04,0,0.000266667,0.000133333,0,0,0,0,4.00E-04,0,0,0,0.000933333,0.002066667,0.001066667,2.00E-04,0,0,0.0018,0.000866667,0.000266667,0.000466667,4.00E-04,0.002,6.67E-05,6.67E-05,0.000133333,0,0,0.000666667,0,0,4.00E-04,0.000133333,0,0.000933333,0,0,6.67E-05,0,0,0,0,0.032133333,0,0.004266667,0.0052,0.0336,0.000933333,0.005,0.002666667,0.0038,0.007266667,0.0056,0.0884,0.010733333,0.018866667,0,0.003933333,0.007666667,0.0048,0.0226,0.024733333,0.000133333,0.002466667,0,0,0.000933333,0,0.000266667,0.000933333,0,0.000333333,0,0,0.000133333,0,0,0,0,0.001133333,0.002933333,0.0016,0.000866667,0.001666667,6.67E-05,0.001,0.0012,0,6.67E-05,0,0.001933333,0.000266667,0.002266667,0,2.00E-04,0.001866667,0.000266667,0.002733333,0.0164,0.0014,0.0038,0,0,0.010133333,0,0,2.00E-04,0,0,0,0,0.000466667,0.000533333,0,0,0,0.0026,8.00E-04,0.001933333,0.005466667,0,6.67E-05,0.000133333,0.000333333,0.0012,0,0,0.0012,0,0.0046,0,0,0.000266667,0,0,0,4.00E-04,0.000133333,0,0.000133333,0,0,0.000666667,0.0016,0.000466667,6.67E-05,0.000333333,0,0.000133333,0,0,0,6.00E-04,0,0,6.67E-05,0,0,0,0,0.021466667,0.004933333,8.00E-04,0.000266667,0.000333333,0,0.464666667,0,0.011933333,0.006866667,0.000666667,0.020733333,2.00E-04,6.00E-04,4.00E-04,4.00E-04,0.000266667,2.00E-04,6.67E-05,0,0.000733333,0,0,0,0.000466667,0,0.000466667,0.002466667,0.001333333,0,0.005066667,0,0.000333333,0.000333333,GC
SRR16805394,0.006333333,0.000133333,0,0.000333333,0.000333333,0,0,0.000466667,0.005266667,0.000866667,0.010333333,0,0.006266667,0.005266667,0.001466667,0.0278,0.004066667,6.67E-05,2.00E-04,0,0,6.00E-04,2.00E-04,0,0.000666667,0,0,0,0.000133333,0.001466667,0.000666667,0,0.000666667,0,0.003133333,0.001333333,0,4.00E-04,0.0022,0.001333333,0,4.00E-04,4.00E-04,2.00E-04,0.003066667,0,0,6.67E-05,6.67E-05,6.00E-04,0.000266667,0,0.000866667,0,6.67E-05,0,0.000733333,2.00E-04,0,0.020466667,0.003,0.0032,0.0044,0.013466667,4.00E-04,0,0.007133333,0.003266667,0.001466667,0.001266667,0.0238,0.006866667,0.014066667,6.67E-05,0.017066667,0.028333333,0.004333333,0.027666667,0,0.000666667,0.002066667,0.000866667,0,0.003333333,6.67E-05,0,0.004333333,0.000266667,0.000333333,0,0,0.0016,0.001066667,0,0.000133333,0.0206,0.034066667,0.007333333,0.0046,0.004733333,0.003533333,0.000466667,0.0024,0.001666667,2.00E-04,0.000133333,0,6.00E-04,0,0.037066667,0,0.000266667,2.00E-04,0.000466667,0.002866667,0.0248,0.0094,0.0038,0.000533333,0,0.025866667,0,0,0.000666667,6.67E-05,0,0.001466667,0.001266667,0.001266667,6.67E-05,0.001333333,6.67E-05,0,0.004933333,0.001466667,0.007466667,0.008333333,0,0.0012,0.002866667,0.004333333,0.0058,0.000733333,0.006333333,0.002333333,0.001,0.023266667,0.000333333,0.001333333,0.000266667,0.000533333,0,0,0.001933333,2.00E-04,0,0,0.000333333,0,0.014333333,0.026,0.004266667,0.000133333,0.001266667,0.000533333,8.00E-04,0.001533333,0,0.000333333,0,4.00E-04,0,0.000466667,0.000133333,0.000466667,0.000266667,0.001066667,0.0102,0.004466667,0.004066667,0,0,0.0022,0.156533333,0,0.005266667,0.0064,0,0.010266667,0,0.001066667,0.001266667,0.005133333,0,0.002733333,0.000866667,0,0.000733333,0,0.000266667,4.00E-04,0.0014,0,0.007133333,0.002066667,0.000666667,0.001533333,0.006466667,0.000266667,2.00E-04,2.00E-04,GC
SRR16805396,0.112933333,0,0,0,0,0,0,0,0.021533333,0,0.336133333,0,0.000133333,4.00E-04,0.0018,0.0018,0.000333333,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0,0,0,0,0,0,0,0,0,0.001,0,0,0,4.00E-04,0,0,0,2.00E-04,0,0.000266667,0,0,0,0,0.001,0,0,0,0,0,0.000466667,0,0,0,0.000933333,0,0,0.000533333,0,0,0,0.001266667,0.000466667,0.000466667,0,0.000266667,0,0,0.224866667,4.00E-04,0,0,0,0,0.000133333,0,0,2.00E-04,2.00E-04,0,0,0,0,0,2.00E-04,0,0,0.001533333,6.67E-05,0,0.001533333,2.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0.000733333,0.002266667,0,0.001466667,0,0,0.052666667,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0,6.67E-05,0.0024,0,0,0.000266667,2.00E-04,0,0,0,0,0,0.000666667,0,0,6.67E-05,0,0,0,0.000333333,0,0,0,0,0,0.001866667,0.007466667,0.000133333,0,0.000133333,0,0,0,0,0,0,0,6.67E-05,0,0,0.000133333,0,0,0.001466667,0.009533333,0,0,0,0,0.011333333,0,0.000533333,0.000466667,0,0.001866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.067266667,0,0,0.064933333,0,0,0,GC
SRR16805397,0.0042,0,0,0,0,6.67E-05,0.002,0,0.0058,0.000533333,0.008,0,0.003466667,0.0034,0.0012,0.028933333,0.001866667,0,4.00E-04,0,0,0,0.000266667,0,6.67E-05,0,0,0,6.67E-05,0.000866667,0.000466667,0,0.000133333,0,0.001266667,0.000266667,2.00E-04,0.000133333,0.001066667,0.000466667,0,0.000733333,0.000933333,2.00E-04,0.002933333,0.004533333,0,2.00E-04,0,4.00E-04,6.67E-05,0,0.000333333,0,0,0,0.000533333,0,0,0.0046,0.000466667,0,0.001466667,0.0084,0,0.000866667,0.0026,0.0022,0.002,0.001133333,0.019866667,0.0076,0.0122,0.000133333,0.024333333,0.0564,0.000466667,0.047533333,0.000333333,0.0024,0.0038,6.00E-04,0,0.003733333,2.00E-04,0,0.002533333,0.0012,0,4.00E-04,0,0.0012,0.000333333,0,0,0.001133333,0.0382,0.003066667,0.001533333,0.001666667,0.001333333,0,8.00E-04,0.001866667,0,0.000266667,0,6.00E-04,0,0.0522,0,4.00E-04,0.000133333,0.001466667,0.001933333,0.0868,0.007666667,0.012533333,0,0.004933333,0.009133333,0,0,0.000466667,0,0.000866667,2.00E-04,0.001,0.000533333,0,8.00E-04,0.000133333,0.006533333,0.002066667,0.001133333,0.002466667,0.002933333,0,0.001,0.0016,0.0026,0.0024,0.000733333,0.001866667,0.000333333,0,0.009266667,0.000333333,0.000733333,6.00E-04,0,0,0,0.0044,0,0,0,0.000333333,0.002533333,0.0174,0.03,0.013933333,0.000333333,0.000333333,2.00E-04,0,0.000733333,0,0.000266667,0.000533333,0.000333333,0,0,2.00E-04,0.000133333,0,0.000466667,0.0082,0.004333333,0.003066667,0,0,0.0014,0.180066667,0,0.003733333,0.010533333,0,0.025866667,0,0.000666667,6.00E-04,0.003066667,0,6.67E-05,0.000533333,6.67E-05,0.002,0,0.001,0.000266667,6.00E-04,0,0.003733333,0.0022,0.000933333,0.000933333,0.0044,0.000466667,2.00E-04,0.000533333,GC
SRR16805398,0.005333333,0,0,6.67E-05,0.000466667,4.00E-04,0.001333333,0.001533333,0.021466667,0.0022,0.015066667,0,0.011666667,0.0048,0.0032,0.015133333,0.003266667,0.000266667,0.000533333,0.000133333,0.000333333,0,0,2.00E-04,0,0,0,0,0.000533333,0.001466667,6.00E-04,0,0.000333333,0,0.003133333,0.000733333,0,2.00E-04,0.000933333,6.00E-04,6.67E-05,0.000733333,0.000466667,0.000133333,0.006333333,0.0034,0,2.00E-04,0.000466667,0.000266667,0.000533333,0,0.001066667,0.000133333,0.000133333,0,0.001933333,0.000266667,0.000733333,0.009533333,0.0014,0,0.0026,0.010133333,0.001333333,0.002133333,0.004266667,0.005933333,0.0044,0.002533333,0.029533333,0.008866667,0.012066667,0.000333333,0.0128,0.022533333,0.004133333,0.031333333,0.000666667,0.000466667,0.001466667,0,0,0.0038,0,0.000133333,0.003866667,0.000733333,6.67E-05,0,0,0.001666667,0,0.001066667,0.000266667,0.000266667,0.0338,0.004533333,0.004266667,0.003666667,0.0032,0.001333333,8.00E-04,0.004333333,0,0,0,0.001,0,0.026066667,0,0.000666667,0.000933333,0.000733333,0.000333333,0.013666667,0.007866667,0.003466667,0,0,0.009266667,0.000333333,0,0.000333333,0,0,0.000933333,0.0022,0.0016,0.000533333,0.000466667,0.000133333,0.0046,0.004733333,0.002866667,0.0048,0.0076,0,0.000133333,0.001866667,0.007133333,0.002533333,0,0.0024,0,0,0.010466667,0,0,6.00E-04,0.001066667,0.000733333,0,0.008133333,0,0,0.000533333,0.002466667,0.006466667,0.014133333,0.041,0.005866667,0,0.000933333,0.000466667,0,0.001866667,0,0,0,0.0012,0.000333333,0,6.67E-05,0,0.000266667,0.000333333,0.0128,0.014733333,0.001333333,0,6.67E-05,0.001266667,0.2232,0,0.007666667,0.0112,0,0.0292,0,6.00E-04,0.000466667,0.002733333,0,0.002,0.003,0.000266667,0.001333333,0,0.000733333,0.000266667,0.000933333,0,0.0034,0.0046,0,0.001133333,0.0082,6.00E-04,0.000333333,8.00E-04,GC
SRR16805399,0.003733333,2.00E-04,0,0,0,0.000333333,0.001866667,0.001133333,0.0166,2.00E-04,0.005666667,0,0.0044,0.0058,0.000533333,0.006933333,0.002333333,0,0,0.000133333,0,4.00E-04,0,0.000266667,0.000133333,0,0.000466667,0,0,4.00E-04,0.000533333,0,0.000533333,0,0.0024,0.000466667,0,6.00E-04,0.000466667,0.000866667,6.67E-05,0.000333333,6.00E-04,0,0.0036,0.016466667,0,0,0.000133333,6.67E-05,0.000266667,0,0.001,0,0,0,6.00E-04,0,0,0.001666667,0.000533333,0,0.001333333,0.003333333,0.000333333,0,8.00E-04,0.003133333,0.001266667,0.001333333,0.059133333,0.007133333,0.006866667,6.67E-05,0.0254,0.023466667,0.006866667,0.056266667,0,0.002466667,0.011,0,0,0.001266667,0,0,0.001333333,0.000466667,0,0,0,0.000733333,0,0.000666667,0,0.000866667,0.0676,0.004333333,0.0012,0.003,0.000533333,0,0,0.001066667,0,0,0,0.000466667,0,0.1688,0,0.000666667,0.000333333,0.000466667,0.001533333,0.044533333,0.010266667,0.0322,0,0,0.008733333,0,0,0.000133333,0,0.000266667,0.000333333,0.000666667,4.00E-04,0,0,4.00E-04,0.013133333,0.001666667,0.000333333,0.002,0.004466667,0,0,0.002,0.0032,0.000866667,0.000266667,0.0016,0,4.00E-04,0.005066667,0.000266667,4.00E-04,0.000133333,0,0,0,0.002133333,6.00E-04,0,0,0.000333333,0,0.0262,0.016533333,0.003533333,0,0.000333333,2.00E-04,0,4.00E-04,0,0,0,4.00E-04,0,0,0.000133333,0.000266667,0,2.00E-04,0.006533333,0.004266667,0.001066667,0,0,0,0.134333333,0,0.002533333,0.0072,0,0.017533333,0,0.000733333,0.000133333,0.002066667,0,0,0,0,0.0012,0,0,0,0.000533333,0.000133333,0.0018,0.003066667,0.000666667,0,0.004866667,0,0,0.000333333,GC
SRR16805400,0.001733333,0,0,0,0,0,0.000466667,0,0.005133333,0,0.0014,0,0.005,4.00E-04,0.000133333,0.000866667,2.00E-04,0,0,0,0,0,0,0,0.000266667,0,0,4.00E-04,0.000733333,0.023333333,0,0,0.000533333,0.009866667,0.081533333,0.0018,0,0.003733333,2.00E-04,0,0,0.000466667,0.000666667,0,0.000733333,0.0012,0,0,0.000133333,6.67E-05,6.67E-05,0.000333333,0,0.000333333,0,0,2.00E-04,0,0.001933333,0.0312,0,0,0.003266667,0.003333333,0.000866667,0.000266667,0.000866667,0.000533333,0.000533333,6.67E-05,0.008666667,0.0024,0.0028,0,0.001866667,0.004133333,0.0028,0.017733333,0.005066667,6.67E-05,0.002866667,0,0,0,0,0,2.00E-04,0,0,0,0,0.000533333,0,0.000266667,0,0.002733333,0.0584,0.005333333,0.004266667,0.018,0.002333333,0.000133333,0.000533333,0.0016,0,0,0,0,0.001,0.001733333,6.67E-05,0.000133333,0,0.000533333,0.0362,0.344133333,0.030266667,0.0026,0,0,0.008066667,0,0,0,0,0,0.000133333,0,0,0.000133333,0,0,0,2.00E-04,6.00E-04,0.000933333,0.000866667,0,0,0.000266667,0.000533333,4.00E-04,6.67E-05,0.0014,0,0,0.000933333,0,0,6.67E-05,0,0,0.000133333,0.000266667,0,0,0,6.67E-05,0,0.0328,0.011466667,0.001133333,6.67E-05,0,0,0,8.00E-04,0,0,6.67E-05,0,0,0,0,0,0,2.00E-04,0.003466667,0.0022,0,0,0,0,0.075,0,6.00E-04,0.008133333,0,0.008066667,6.67E-05,0.001733333,0.000333333,0,0,6.67E-05,0,0,0.000266667,0,0,0,0.000333333,0,0.000866667,0.002866667,0,0,0.0016,0,0,0.000733333,GC
SRR16805401,0.005666667,0,0,6.67E-05,0,0.000133333,0.001266667,0,0.0066,0.000133333,0.0164,0,0.003866667,0.0026,0.0012,0.02,0.006266667,0,0.000333333,0.000133333,0.001066667,0,2.00E-04,0.000533333,4.00E-04,0,0,0,0,0.001933333,0.000933333,0.000266667,0.000666667,0,0.006466667,0.000666667,0,0.0012,0.000866667,0.002266667,0.000666667,0,0.001,0.000133333,0.002733333,0.006133333,0,0,6.67E-05,0,6.00E-04,0,0.001333333,0,2.00E-04,0,0.001133333,0.000133333,0,0.016666667,0.0012,0.0024,0.002466667,0.024133333,0,0,0.005066667,0.002466667,0.001733333,0.002466667,0.0312,0.0092,0.010666667,0.001,0.013466667,0.016133333,0.001266667,0.034,0.0012,0.0018,0.001333333,0,0,0.004933333,0.000333333,0,0.004533333,6.00E-04,0,0,0,0.001133333,0.000133333,0,6.67E-05,0.004533333,0.0376,0.0056,0.003733333,0.003133333,0.002933333,0.000266667,0.001466667,0.0024,0,0,0,0.0012,0,0.036333333,0,4.00E-04,0.001133333,0.000466667,0.002733333,0.032666667,0.0098,0.0046,2.00E-04,0,0.016333333,0.000133333,0,0.000266667,0.000133333,0,0.000266667,0.001333333,0.000333333,0.001066667,0.000333333,0.000866667,0.0028,0.007666667,0.003666667,0.0042,0.013133333,0.001066667,0.000133333,0.004266667,0.005533333,0.003,0,0.0022,0.001066667,0.000666667,0.0192,2.00E-04,0.000266667,0.000333333,0,0.001133333,0,0.006533333,2.00E-04,0,2.00E-04,0.000533333,0,0.012666667,0.021666667,0.008466667,0,0.001733333,2.00E-04,0,0.002866667,0,4.00E-04,0.000733333,0,0.000466667,0,0,0.000466667,0,6.00E-04,0.0104,0.007466667,0.002066667,0,0,0.001733333,0.166133333,0,0.004666667,0.0062,0,0.013066667,0,0,8.00E-04,0.004866667,0,0.001133333,0.0046,6.00E-04,0.003,0,0.000666667,0,0.000666667,0,0.002266667,0.002266667,0.002266667,0.001466667,0.008066667,0,0,0.000666667,GC
SRR16805402,0.003133333,0.000133333,0,0.000266667,0,0,0.000333333,8.00E-04,0.0078,0.000133333,0.013533333,0,0.0084,0.0058,0.000866667,0.0236,0.004266667,0.000266667,0.000266667,0,6.00E-04,0,0,4.00E-04,0,0,0,0,2.00E-04,8.00E-04,0.000866667,0,0.000466667,0,0.007333333,8.00E-04,0,2.00E-04,0.001266667,0.002733333,0,0.000333333,0.000533333,6.00E-04,0.0032,0.008,0,0.000266667,0.000666667,0.000133333,8.00E-04,0,8.00E-04,0.0012,0,0,4.00E-04,0,0,0.0226,0.001066667,0,0.005333333,0.011066667,0.000333333,0.000533333,0.004466667,0.001733333,0.001,0.001466667,0.016,0.006666667,0.008866667,0,0.008866667,0.0166,0.002733333,0.0506,0,0.001133333,0.000933333,2.00E-04,0,0.004,2.00E-04,0,0.004466667,6.00E-04,0,0,0,0.003133333,0,0.000866667,2.00E-04,0.000333333,0.0232,0.0088,0.006733333,0.005133333,0.004866667,0.001733333,0.001533333,0.006533333,0,6.67E-05,0,0.001266667,0,0.0258,0,0.000733333,4.00E-04,0.000266667,0.002333333,0.017866667,0.0098,0.004066667,0,0,0.005666667,0.000333333,0,0,0,0,6.00E-04,0.001533333,0.000266667,0,0.000666667,0.000733333,0.005866667,0.005866667,0.002,0.005333333,0.005933333,0,0.000533333,0.002333333,0.007533333,0.005866667,6.00E-04,0.0034,0.0014,6.00E-04,0.029666667,6.67E-05,0.0016,0.0012,0,0.002866667,0,0.001533333,0,0,0,4.00E-04,0,0.0148,0.045,0.006666667,0.000133333,0.001266667,0.000266667,0.000266667,0.001666667,0.000866667,0.000666667,0,0.000733333,0.000533333,0,6.67E-05,2.00E-04,0.000466667,0,0.020533333,0.005266667,0.002533333,0,6.67E-05,0.001666667,0.176333333,0,0.006133333,0.005266667,0,0.020066667,0,0.0012,4.00E-04,0.006866667,0,0.000133333,0.0012,6.67E-05,0.002,0,0.000266667,0.000133333,0.0024,0,0.003133333,0.0062,0.002066667,0,0.007266667,0.000266667,0.000266667,0.001333333,GC
SRR16805474,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-05,0,0,0.001333333,0.001666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-05,0,0,0.000133333,0,0,0,0,0,0,6.67E-05,0,0,0,0,0,0,0,4.00E-04,0,0,0,0,2.00E-04,2.00E-04,0,0,0,0,0,0,0,0,0,0,0.002733333,0.0018,0,0,4.00E-04,0,0,0.000466667,0,0,0,0,0.895133333,0,0,0,2.00E-04,0,0,0,0,0,0,0,0.000466667,0,0.000333333,4.00E-04,0,0.000133333,0,0,0,0.000266667,0.001133333,0,0,0,0,0,0,0,0,2.00E-04,0,0,0.000266667,0.003666667,0,0,0.000466667,0,0,0,0,0,0,0,0,6.67E-05,4.00E-04,0,0,0.000133333,0.000666667,8.00E-04,0.000533333,0,0,0.000333333,0.000866667,0,0,0,0,0,0.000866667,0,0,0,0,0,4.00E-04,4.00E-04,0,0,0,0,0,0,0.001266667,0.001266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-04,0,0.000533333,0,0,0,0.006533333,0,0.001533333,0.000133333,0,0,0,0,0,0,0,0,0.000133333,0,0,0,0,0,0,0,0,0.001933333,0,0,0.001466667,0,0,0,GC
